House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Address,Is Retired,Is Unemployed,Is Student,Major Religions
43,Wright Brook,Jenna,Clements,45,Lodger,Single,F,Exercise physiologist,None,None,"43, Wright Brook",0,0,0,Unknown
44,Wright Brook,Stephanie,Williams,46,Head,Married,F,"Producer, radio",None,None,"44, Wright Brook",0,0,0,Unknown
44,Wright Brook,Gregory,Williams,48,Husband,Married,M,Field trials officer,None,None,"44, Wright Brook",0,0,0,Unknown
44,Wright Brook,Helen,Williams,19,Daughter,Single,F,Unemployed,None,None,"44, Wright Brook",0,1,0,Unknown
44,Wright Brook,Nigel,Williams,15,Son,Ineligible,M,Student,None,,"44, Wright Brook",0,0,1,Ineligible
45,Wright Brook,Marie,Baxter,53,Head,Single,F,Animal technologist,None,Catholic,"45, Wright Brook",0,0,0,Christian
45,Wright Brook,Bryan,Baxter,4,Son,Ineligible,M,Child,None,,"45, Wright Brook",0,0,0,Ineligible
45,Wright Brook,Chloe,Baxter,1,Daughter,Ineligible,F,Child,None,,"45, Wright Brook",0,0,0,Ineligible
46,Wright Brook,Jonathan,Howe,33,Head,Married,M,Museum/gallery exhibitions officer,None,None,"46, Wright Brook",0,0,0,Unknown
46,Wright Brook,Jayne,Howe,29,Wife,Married,F,Armed forces technical officer,None,None,"46, Wright Brook",0,0,0,Unknown
46,Wright Brook,Jemma,Peters,56,Lodger,Single,F,Immigration officer,None,None,"46, Wright Brook",0,0,0,Unknown
46,Wright Brook,Jane,Taylor,58,Lodger,Single,F,Homeopath,None,None,"46, Wright Brook",0,0,0,Unknown
47,Wright Brook,Tracy,Hyde,24,Head,Single,F,Manufacturing engineer,None,None,"47, Wright Brook",0,0,0,Unknown
47,Wright Brook,Gail,Potter,42,Lodger,Single,F,Food technologist,None,None,"47, Wright Brook",0,0,0,Unknown
48,Wright Brook,Teresa,Cooper,48,Head,Single,F,"Engineer, drilling",None,None,"48, Wright Brook",0,0,0,Unknown
48,Wright Brook,Aaron,Cooper,20,Son,Divorced,M,University Student,None,None,"48, Wright Brook",0,0,1,Unknown
48,Wright Brook,Stephen,Cooper,17,Son,Ineligible,M,Student,None,,"48, Wright Brook",0,0,1,Ineligible
48,Wright Brook,Leigh,Cooper,15,Son,Ineligible,M,Student,None,,"48, Wright Brook",0,0,1,Ineligible
48,Wright Brook,Tom,Cooper,12,Son,Ineligible,M,Student,None,,"48, Wright Brook",0,0,1,Ineligible
48,Wright Brook,David,Cooper,7,Son,Ineligible,M,Student,None,,"48, Wright Brook",0,0,1,Ineligible
49,Wright Brook,Leah,Jennings,36,Head,Single,F,Medical illustrator,None,Catholic,"49, Wright Brook",0,0,0,Christian
49,Wright Brook,Jeffrey,Jennings,7,Son,Ineligible,M,Student,None,,"49, Wright Brook",0,0,1,Ineligible
49,Wright Brook,Janet,Jennings,5,Daughter,Ineligible,F,Student,None,,"49, Wright Brook",0,0,1,Ineligible
49,Wright Brook,Ashley,Jennings,3,Son,Ineligible,M,Child,None,,"49, Wright Brook",0,0,0,Ineligible
50,Wright Brook,Lisa,Collins,36,Head,Single,F,Agricultural consultant,None,Catholic,"50, Wright Brook",0,0,0,Christian
51,Wright Brook,Olivia,Scott,53,Head,Married,F,"Journalist, magazine",None,Christian,"51, Wright Brook",0,0,0,Christian
51,Wright Brook,Eric,Scott,54,Husband,Married,M,Economist,None,None,"51, Wright Brook",0,0,0,Unknown
51,Wright Brook,Molly,Wright,21,None,Married,F,University Student,None,None,"51, Wright Brook",0,0,1,Unknown
51,Wright Brook,Lawrence,Wright,27,None,Married,M,Chief Marketing Officer,None,None,"51, Wright Brook",0,0,0,Unknown
52,Wright Brook,Robin,Marshall,46,Head,Divorced,M,Unemployed,None,Christian,"52, Wright Brook",0,1,0,Christian
52,Wright Brook,Sylvia,Marshall,21,Daughter,Single,F,Retail merchandiser,None,None,"52, Wright Brook",0,0,0,Unknown
52,Wright Brook,Mathew,Marshall,18,Son,Single,M,Student,Mental Disability,None,"52, Wright Brook",0,0,1,Unknown
52,Wright Brook,Natasha,Marshall,17,Daughter,Ineligible,F,Student,None,,"52, Wright Brook",0,0,1,Ineligible
53,Wright Brook,Robert,Stephens,33,Head,Married,M,Ship broker,None,Catholic,"53, Wright Brook",0,0,0,Christian
53,Wright Brook,Julia,Stephens,30,Wife,Married,F,"Therapist, nutritional",None,None,"53, Wright Brook",0,0,0,Unknown
53,Wright Brook,Kyle,Davis,64,Lodger,Single,M,Optometrist,None,Christian,"53, Wright Brook",0,0,0,Christian
53,Wright Brook,Kayleigh,Bryant,62,Visitor,Single,F,Magazine features editor,None,None,"53, Wright Brook",0,0,0,Unknown
53,Wright Brook,Russell,Evans,36,Visitor,Single,M,"Accountant, chartered certified",None,Christian,"53, Wright Brook",0,0,0,Christian
54,Wright Brook,Amber,Khan,65,Head,Married,F,"Sales professional, IT",None,Methodist,"54, Wright Brook",0,0,0,Christian
54,Wright Brook,Daniel,Khan,65,Husband,Married,M,Petroleum engineer,None,None,"54, Wright Brook",0,0,0,Unknown
55,Wright Brook,Antony,Jackson,43,Head,Single,M,Land,None,Christian,"55, Wright Brook",0,0,0,Christian
55,Wright Brook,Beverley,Martin,47,None,Single,F,Glass blower/designer,None,Methodist,"55, Wright Brook",0,0,0,Christian
55,Wright Brook,Jill,Charlton,44,None,Single,F,International aid/development worker,None,None,"55, Wright Brook",0,0,0,Unknown
55,Wright Brook,Leigh,Murphy,32,None,Single,M,"Administrator, sports",None,Christian,"55, Wright Brook",0,0,0,Christian
56,Wright Brook,Emily,Griffiths,39,Head,Married,F,Patent examiner,None,None,"56, Wright Brook",0,0,0,Unknown
56,Wright Brook,Jason,Griffiths,40,Husband,Married,M,Radio broadcast assistant,None,None,"56, Wright Brook",0,0,0,Unknown
56,Wright Brook,Damian,Griffiths,11,Son,Ineligible,M,Student,None,,"56, Wright Brook",0,0,1,Ineligible
56,Wright Brook,Karen,Griffiths,5,Daughter,Ineligible,F,Student,None,,"56, Wright Brook",0,0,1,Ineligible
57,Wright Brook,Jill,Ryan,26,Head,Divorced,F,"Designer, industrial/product",None,None,"57, Wright Brook",0,0,0,Unknown
57,Wright Brook,Ellie,Ryan,9,Daughter,Ineligible,F,Student,None,,"57, Wright Brook",0,0,1,Ineligible
58,Wright Brook,Janet,Wells,62,Head,Single,F,Economist,None,Christian,"58, Wright Brook",0,0,0,Christian
58,Wright Brook,Kimberley,Russell,46,None,Single,F,Information systems manager,None,None,"58, Wright Brook",0,0,0,Unknown
58,Wright Brook,Catherine,Wood,49,None,Single,F,Financial planner,None,Catholic,"58, Wright Brook",0,0,0,Christian
58,Wright Brook,Rosemary,Shaw,33,None,Single,F,Recycling officer,None,Methodist,"58, Wright Brook",0,0,0,Christian
1,Green Wall,Abbie,Smith,67,Head,Married,F,"Teacher, special educational needs",None,None,"1, Green Wall",0,0,0,Unknown
1,Green Wall,Jeffrey,Smith,65,Husband,Married,M,Dramatherapist,None,None,"1, Green Wall",0,0,0,Unknown
1,Green Wall,Francesca,Smith,45,Daughter,Married,F,Agricultural engineer,None,None,"1, Green Wall",0,0,0,Unknown
1,Green Wall,Kenneth,Smith,43,Son-in-law,Married,M,Health promotion specialist,None,None,"1, Green Wall",0,0,0,Unknown
2,Green Wall,Kirsty,Lloyd,55,Head,Divorced,F,Barrister,None,Christian,"2, Green Wall",0,0,0,Christian
3,Green Wall,Reece,Whittaker,85,Head,Married,M,Retired Land/geomatics surveyor,None,Christian,"3, Green Wall",1,0,0,Christian
3,Green Wall,Debra,Whittaker,80,Wife,Married,F,Retired Theatre manager,None,None,"3, Green Wall",1,0,0,Unknown
4,Green Wall,Lesley,Evans,78,Head,Married,F,Retired Architect,None,Christian,"4, Green Wall",1,0,0,Christian
4,Green Wall,Marcus,Evans,75,Husband,Married,M,Retired Hospital pharmacist,None,Christian,"4, Green Wall",1,0,0,Christian
5,Green Wall,Kieran,Gough,52,Head,Divorced,M,Patent examiner,None,None,"5, Green Wall",0,0,0,Unknown
6,Green Wall,Chloe,Hill,54,Head,Divorced,F,Medical physicist,None,Christian,"6, Green Wall",0,0,0,Christian
6,Green Wall,Mohamed,Hill,11,Son,Ineligible,M,Student,None,,"6, Green Wall",0,0,1,Ineligible
6,Green Wall,Patrick,Hill,8,Son,Ineligible,M,Student,None,,"6, Green Wall",0,0,1,Ineligible
6,Green Wall,Kim,Hill,4,Daughter,Ineligible,F,Child,None,,"6, Green Wall",0,0,0,Ineligible
7,Green Wall,Andrea,Patel,40,Head,Divorced,F,Bookseller,None,None,"7, Green Wall",0,0,0,Unknown
8,Green Wall,Robert,Bond,84,Head,Married,M,Retired Pathologist,None,Christian,"8, Green Wall",1,0,0,Christian
8,Green Wall,Amber,Bond,85,Wife,Married,F,Retired Equities trader,None,None,"8, Green Wall",1,0,0,Unknown
9,Green Wall,Caroline,Hewitt,48,Head,Married,F,"Scientist, audiological",None,Catholic,"9, Green Wall",0,0,0,Christian
9,Green Wall,Elliot,Hewitt,51,Husband,Married,M,Electrical engineer,None,Catholic,"9, Green Wall",0,0,0,Christian
9,Green Wall,Cameron,Hewitt,16,Son,Ineligible,M,Student,None,,"9, Green Wall",0,0,1,Ineligible
10,Green Wall,Danielle,Willis,28,Head,Divorced,F,Unemployed,None,Methodist,"10, Green Wall",0,1,0,Christian
10,Green Wall,Charlene,Robinson,60,Lodger,Divorced,F,"Engineer, chemical",None,Christian,"10, Green Wall",0,0,0,Christian
10,Green Wall,Tony,Nash,54,Lodger,Single,M,Animator,None,None,"10, Green Wall",0,0,0,Unknown
10,Green Wall,Patrick,Bryant,38,Lodger,Single,M,Learning mentor,None,None,"10, Green Wall",0,0,0,Unknown
10,Green Wall,Joyce,Cox,41,Lodger,Single,F,Accounting technician,None,Sikh,"10, Green Wall",0,0,0,Sikh
11,Green Wall,Adam,Burke,31,Head,Divorced,M,Systems developer,None,Catholic,"11, Green Wall",0,0,0,Christian
11,Green Wall,Natasha,Burke,0,Daughter,Ineligible,F,Child,None,,"11, Green Wall",0,0,0,Ineligible
11,Green Wall,Conor,Hayward,49,Lodger,Single,M,Television production assistant,None,None,"11, Green Wall",0,0,0,Unknown
11,Green Wall,Shannon,Atkinson,49,Sibling,Single,F,"Librarian, academic",None,Catholic,"11, Green Wall",0,0,0,Christian
12,Green Wall,Lucy,Wilkinson,64,Head,Divorced,F,Museum/gallery exhibitions officer,None,Christian,"12, Green Wall",0,0,0,Christian
12,Green Wall,Elliott,Wilkinson,24,Grandson,Single,M,Farm manager,None,Christian,"12, Green Wall",0,0,0,Christian
12,Green Wall,Oliver,Wilkinson,18,Grandson,Single,M,Student,None,None,"12, Green Wall",0,0,1,Unknown
12,Green Wall,Marian,Wilkinson,18,Granddaughter,Single,F,Student,None,Christian,"12, Green Wall",0,0,1,Christian
12,Green Wall,Tracy,Wilkinson,18,Granddaughter,Single,F,Student,None,Christian,"12, Green Wall",0,0,1,Christian
13,Green Wall,Claire,Cox,63,Head,Single,F,Unemployed,None,None,"13, Green Wall",0,1,0,Unknown
13,Green Wall,Vincent,Cox,42,Son,Divorced,M,Engineering geologist,None,None,"13, Green Wall",0,0,0,Unknown
13,Green Wall,Tom,Cox,39,Son,Widowed,M,"Engineer, building services",None,None,"13, Green Wall",0,0,0,Unknown
14,Green Wall,Kelly,O'Sullivan,59,Head,Divorced,F,Broadcast engineer,None,Methodist,"14, Green Wall",0,0,0,Christian
14,Green Wall,Jake,O'Sullivan,32,Son,Divorced,M,Teaching laboratory technician,None,None,"14, Green Wall",0,0,0,Unknown
14,Green Wall,Dylan,O'Sullivan,28,Son,Single,M,"Scientist, audiological",None,None,"14, Green Wall",0,0,0,Unknown
15,Green Wall,Connor,Cole,73,Head,Single,M,Retired Camera operator,None,None,"15, Green Wall",1,0,0,Unknown
16,Green Wall,Yvonne,Knight,103,Head,Single,F,"Retired Surveyor, planning and development",None,Catholic,"16, Green Wall",1,0,0,Christian
17,Green Wall,Eleanor,Baker,46,Head,Single,F,Clinical psychologist,None,Catholic,"17, Green Wall",0,0,0,Christian
17,Green Wall,Luke,Baker,16,Son,Ineligible,M,Student,None,,"17, Green Wall",0,0,1,Ineligible
17,Green Wall,Arthur,Baker,12,Son,Ineligible,M,Student,None,,"17, Green Wall",0,0,1,Ineligible
18,Green Wall,Mandy,Harvey,68,Head,Married,F,Retired Glass blower/designer,None,Christian,"18, Green Wall",1,0,0,Christian
18,Green Wall,Derek,Harvey,67,Husband,Married,M,Gaffer,None,Christian,"18, Green Wall",0,0,0,Christian
18,Green Wall,Justin,Rice,13,Grandson,Ineligible,M,Student,None,,"18, Green Wall",0,0,1,Ineligible
19,Green Wall,Chelsea,Hopkins-Owen,25,Head,Divorced,F,"Journalist, magazine",None,Methodist,"19, Green Wall",0,0,0,Christian
19,Green Wall,Bruce,Cook,26,Lodger,Single,M,Phytotherapist,None,None,"19, Green Wall",0,0,0,Unknown
20,Green Wall,Natasha,Norris,52,Head,Married,F,"Optician, dispensing",None,Christian,"20, Green Wall",0,0,0,Christian
20,Green Wall,Duncan,Norris,60,Husband,Married,M,Barrister's clerk,None,Christian,"20, Green Wall",0,0,0,Christian
20,Green Wall,Josh,Norris,11,Son,Ineligible,M,Student,None,,"20, Green Wall",0,0,1,Ineligible
20,Green Wall,Charlie,Norris,5,Son,Ineligible,M,Student,None,,"20, Green Wall",0,0,1,Ineligible
21,Green Wall,Rosemary,Cole,37,Head,Single,F,Unemployed,None,None,"21, Green Wall",0,1,0,Unknown
21,Green Wall,Jake,Cole,9,Son,Ineligible,M,Student,None,,"21, Green Wall",0,0,1,Ineligible
21,Green Wall,John,Cole,6,Son,Ineligible,M,Student,None,,"21, Green Wall",0,0,1,Ineligible
22,Green Wall,Raymond,Young,31,Head,Married,M,Teaching laboratory technician,None,Catholic,"22, Green Wall",0,0,0,Christian
22,Green Wall,Irene,Young,30,Wife,Married,F,Senior tax professional/tax inspector,None,Catholic,"22, Green Wall",0,0,0,Christian
22,Green Wall,Timothy,Young,1,Step-Son,Ineligible,M,Child,None,,"22, Green Wall",0,0,0,Ineligible
22,Green Wall,Mohammad,Williams,50,Lodger,Single,M,"Pharmacist, community",None,None,"22, Green Wall",0,0,0,Unknown
22,Green Wall,Carly,Green,30,Lodger,Single,F,"Lecturer, further education",None,Catholic,"22, Green Wall",0,0,0,Christian
23,Green Wall,Henry,Kelly,62,Head,Divorced,M,Unemployed,None,Catholic,"23, Green Wall",0,1,0,Christian
23,Green Wall,Samuel,Lord-Kelly,0,Grandson,Ineligible,M,Child,None,,"23, Green Wall",0,0,0,Ineligible
24,Green Wall,Abbie,Haynes,42,Head,Married,F,Clinical cytogeneticist,None,None,"24, Green Wall",0,0,0,Unknown
24,Green Wall,Dennis,Haynes,49,Husband,Married,M,Unemployed,None,None,"24, Green Wall",0,1,0,Unknown
24,Green Wall,Brandon,Haynes,16,Son,Ineligible,M,Student,None,,"24, Green Wall",0,0,1,Ineligible
25,Green Wall,Jayne,Moore,58,Head,Divorced,F,Unemployed,None,Christian,"25, Green Wall",0,1,0,Christian
25,Green Wall,Guy,Moore,31,Son,Single,M,"Scientist, research (physical sciences)",None,None,"25, Green Wall",0,0,0,Unknown
25,Green Wall,Albert,Moore,29,Son,Divorced,M,Social worker,None,None,"25, Green Wall",0,0,0,Unknown
25,Green Wall,Lesley,Moore,29,Daughter,Single,F,Museum education officer,None,None,"25, Green Wall",0,0,0,Unknown
26,Green Wall,Harriet,Patel,56,Head,Married,F,Bookseller,None,None,"26, Green Wall",0,0,0,Unknown
26,Green Wall,Alan,Patel,58,Husband,Married,M,Medical laboratory scientific officer,None,None,"26, Green Wall",0,0,0,Unknown
27,Green Wall,Shirley,Ward,84,Head,Married,F,Retired Geographical information systems officer,None,Jewish,"27, Green Wall",1,0,0,Jewish
27,Green Wall,Oliver,Ward,88,Husband,Married,M,Retired Tax adviser,None,Jewish,"27, Green Wall",1,0,0,Jewish
28,Green Wall,Alice,Burke,52,Head,Married,F,Catering manager,None,None,"28, Green Wall",0,0,0,Unknown
28,Green Wall,Martin,Burke,56,Husband,Married,M,Fish farm manager,None,None,"28, Green Wall",0,0,0,Unknown
28,Green Wall,Thomas,Burke,24,Son,Single,M,"Doctor, hospital",None,None,"28, Green Wall",0,0,0,Unknown
28,Green Wall,Pamela,Burke,22,Daughter,Single,F,University Student,None,None,"28, Green Wall",0,0,1,Unknown
29,Green Wall,Rachel,Jones,87,Head,Divorced,F,"Retired Psychologist, prison and probation services",None,Christian,"29, Green Wall",1,0,0,Christian
30,Green Wall,Annette,Hayes,31,Head,Married,F,Early years teacher,None,Christian,"30, Green Wall",0,0,0,Christian
30,Green Wall,Leigh,Hayes,32,Husband,Married,M,Newspaper journalist,None,None,"30, Green Wall",0,0,0,Unknown
31,Green Wall,Allan,Roberts,75,Head,Single,M,Retired Insurance account manager,None, ,"31, Green Wall",1,0,0,Unknown
31,Green Wall,Max,Singh,2,Grandson,Ineligible,M,Child,None,,"31, Green Wall",0,0,0,Ineligible
32,Green Wall,Marilyn,Smith,47,Head,Married,F,"Surveyor, minerals",None,Catholic,"32, Green Wall",0,0,0,Christian
32,Green Wall,Dale,Smith,50,Husband,Married,M,Ranger/warden,None,Catholic,"32, Green Wall",0,0,0,Christian
32,Green Wall,Denise,Smith,16,Daughter,Ineligible,F,Student,None,,"32, Green Wall",0,0,1,Ineligible
33,Green Wall,Gemma,Harris,92,Head,Married,F,Retired Photographer,None,None,"33, Green Wall",1,0,0,Unknown
33,Green Wall,Clive,Harris,93,Husband,Married,M,"Retired Buyer, retail",None,None,"33, Green Wall",1,0,0,Unknown
34,Green Wall,Stuart,Lewis,41,Head,Single,M,Unemployed,None,Christian,"34, Green Wall",0,1,0,Christian
34,Green Wall,Lynne,Lewis,17,Daughter,Ineligible,F,Student,None,,"34, Green Wall",0,0,1,Ineligible
35,Green Wall,Janice,Quinn,71,Head,Widowed,F,Unemployed,None,None,"35, Green Wall",0,1,0,Unknown
35,Green Wall,Roy,Quinn,44,Son,Divorced,M,"Doctor, hospital",None,None,"35, Green Wall",0,0,0,Unknown
36,Green Wall,Leonard,Morgan,73,Head,Divorced,M,Retired Financial adviser,None,Christian,"36, Green Wall",1,0,0,Christian
37,Green Wall,Ellie,Chambers,41,Head,Single,F,Psychiatric nurse,None,Christian,"37, Green Wall",0,0,0,Christian
37,Green Wall,Graeme,Patel,45,Partner,Single,M,"Teacher, early years/pre",None,None,"37, Green Wall",0,0,0,Unknown
37,Green Wall,Pamela,Chambers,15,Daughter,Ineligible,F,Student,None,,"37, Green Wall",0,0,1,Ineligible
37,Green Wall,Peter,Chambers,12,Son,Ineligible,M,Student,None,,"37, Green Wall",0,0,1,Ineligible
38,Green Wall,Ricky,Lucas,62,Head,Single,M,Museum/gallery curator,None,Christian,"38, Green Wall",0,0,0,Christian
38,Green Wall,Elaine,Rees,64,Partner,Single,F,Software engineer,None,Christian,"38, Green Wall",0,0,0,Christian
39,Green Wall,Karl,Green,67,Head,Married,M,"Scientist, marine",None,Methodist,"39, Green Wall",0,0,0,Christian
39,Green Wall,Katherine,Green,65,Wife,Married,F,"Nurse, mental health",None,Methodist,"39, Green Wall",0,0,0,Christian
39,Green Wall,Dawn,Harrison,16,Granddaughter,Ineligible,F,Student,None,,"39, Green Wall",0,0,1,Ineligible
39,Green Wall,Kim,Harrison,15,Granddaughter,Ineligible,F,Student,None,,"39, Green Wall",0,0,1,Ineligible
40,Green Wall,Bradley,Hawkins,29,Head,Single,M,Immunologist,None,Catholic,"40, Green Wall",0,0,0,Christian
41,Green Wall,Patricia,Baldwin,66,Head,Married,F,Higher education lecturer,None,Christian,"41, Green Wall",0,0,0,Christian
41,Green Wall,Roy,Baldwin,67,Husband,Married,M,Estate agent,None,Christian,"41, Green Wall",0,0,0,Christian
41,Green Wall,William,Baldwin,25,Son,Single,M,"Education officer, environmental",None,Christian,"41, Green Wall",0,0,0,Christian
42,Green Wall,Shannon,Ford,70,Head,Widowed,F,Retired Astronomer,None,Christian,"42, Green Wall",1,0,0,Christian
42,Green Wall,Patrick,Ford,31,Son,Single,M,Ambulance person,None,Christian,"42, Green Wall",0,0,0,Christian
42,Green Wall,Hugh,Ford,29,Son,Divorced,M,Clothing/textile technologist,None,Christian,"42, Green Wall",0,0,0,Christian
42,Green Wall,Alexandra,Ford,27,Daughter,Single,F,Retail banker,None,Christian,"42, Green Wall",0,0,0,Christian
43,Green Wall,Nicola,Payne,38,Head,Single,F,Unemployed,None,None,"43, Green Wall",0,1,0,Unknown
43,Green Wall,Graham,Payne,17,Son,Ineligible,M,Student,None,,"43, Green Wall",0,0,1,Ineligible
43,Green Wall,Craig,Payne,13,Son,Ineligible,M,Student,None,,"43, Green Wall",0,0,1,Ineligible
44,Green Wall,Jessica,Law,27,Head,Divorced,F,"Therapist, drama",None,None,"44, Green Wall",0,0,0,Unknown
44,Green Wall,Grace,Law,8,Daughter,Ineligible,F,Student,None,,"44, Green Wall",0,0,1,Ineligible
45,Green Wall,Ian,Dobson,54,Head,Single,M,Unemployed,None,Catholic,"45, Green Wall",0,1,0,Christian
45,Green Wall,Amanda,Green,26,None,Divorced,F,PhD Student,None,None,"45, Green Wall",0,0,1,Unknown
45,Green Wall,Tony,Ahmed,48,None,Single,M,Automotive engineer,None,Christian,"45, Green Wall",0,0,0,Christian
45,Green Wall,Carl,Edwards,62,None,Single,M,Land/geomatics surveyor,None,Methodist,"45, Green Wall",0,0,0,Christian
46,Green Wall,Pauline,Shah,53,Head,Married,F,Neurosurgeon,None,Methodist,"46, Green Wall",0,0,0,Christian
46,Green Wall,Donald,Shah,55,Husband,Married,M,"Administrator, local government",None,None,"46, Green Wall",0,0,0,Unknown
46,Green Wall,Steven,Green,15,Son,Ineligible,M,Student,None,,"46, Green Wall",0,0,1,Ineligible
46,Green Wall,Louis,Green,12,Son,Ineligible,M,Student,None,,"46, Green Wall",0,0,1,Ineligible
46,Green Wall,Jill,Green,9,Daughter,Ineligible,F,Student,None,,"46, Green Wall",0,0,1,Ineligible
